image_file,pts_01_x,pts_01_y,pts_02_x,pts_02_y,pts_03_x,pts_03_y,pts_04_x,pts_04_y,pts_05_x,pts_05_y,pts_06_x,pts_06_y,pts_07_x,pts_07_y,pts_08_x,pts_08_y,pts_09_x,pts_09_y,pts_10_x,pts_10_y,pts_11_x,pts_11_y,pts_12_x,pts_12_y,pts_13_x,pts_13_y,pts_14_x,pts_14_y,pts_15_x,pts_15_y,pts_16_x,pts_16_y,pts_17_x,pts_17_y,pts_18_x,pts_18_y,pts_19_x,pts_19_y,pts_20_x,pts_20_y,pts_21_x,pts_21_y,pts_22_x,pts_22_y,pts_23_x,pts_23_y,pts_24_x,pts_24_y,pts_25_x,pts_25_y,pts_26_x,pts_26_y,pts_27_x,pts_27_y,pts_28_x,pts_28_y,pts_29_x,pts_29_y,pts_30_x,pts_30_y,pts_31_x,pts_31_y,pts_32_x,pts_32_y,pts_33_x,pts_33_y,pts_34_x,pts_34_y,pts_35_x,pts_35_y,pts_36_x,pts_36_y,pts_37_x,pts_37_y,pts_38_x,pts_38_y,pts_39_x,pts_39_y,pts_40_x,pts_40_y,pts_41_x,pts_41_y,pts_42_x,pts_42_y,pts_43_x,pts_43_y,pts_44_x,pts_44_y,pts_45_x,pts_45_y,pts_46_x,pts_46_y,pts_47_x,pts_47_y,pts_48_x,pts_48_y,pts_49_x,pts_49_y,pts_50_x,pts_50_y,pts_51_x,pts_51_y,pts_52_x,pts_52_y,pts_53_x,pts_53_y,pts_54_x,pts_54_y,pts_55_x,pts_55_y,pts_56_x,pts_56_y,pts_57_x,pts_57_y,pts_58_x,pts_58_y,pts_59_x,pts_59_y,pts_60_x,pts_60_y,pts_61_x,pts_61_y,pts_62_x,pts_62_y,pts_63_x,pts_63_y,pts_64_x,pts_64_y,pts_65_x,pts_65_y,pts_66_x,pts_66_y,pts_67_x,pts_67_y,pts_68_x,pts_68_y,age
001A05.JPG,115.947,221.239,121.382,250.566,130.001,279.096,141.677,306.538,155.812,332.787,174.679,355.746,198.785,373.255,226.294,384.376,255.797,383.06,282.046,369.149,303.949,349.126,317.981,322.876,326.01,294.191,330.605,264.728,332.34,234.954,323.197,215.143,311.005,196.348,279.004,195.84,261.733,208.031,285.099,204.984,301.862,206.0,142.361,209.047,164.711,185.681,194.173,188.221,216.524,203.968,189.602,197.872,168.267,196.348,164.711,224.794,186.842,212.235,208.597,227.127,185.03,232.414,181.982,220.223,311.272,230.388,291.029,217.774,265.288,229.874,290.179,235.97,284.591,225.302,225.159,230.382,224.618,255.398,214.846,272.6,221.25,285.172,250.557,292.354,270.63,282.638,271.256,271.484,262.916,257.002,255.129,231.906,234.168,280.505,261.394,281.22,199.253,315.212,217.324,309.62,236.495,306.904,249.034,312.164,257.502,308.811,269.426,313.003,281.543,321.816,274.195,330.946,260.507,337.854,250.049,339.087,227.48,335.935,211.765,327.827,225.41,321.305,250.049,324.864,264.277,323.902,264.11,319.739,249.542,320.292,225.418,317.305,250.049,322.832,249.034,269.495,5
001A14.JPG,57.678,212.006,64.3484,239.792,72.593,267.148,82.099,294.086,94.4543,319.838,111.428,342.641,136.242,356.601,164.343,359.427,192.063,352.651,216.786,338.752,233.372,315.803,241.43,288.445,244.806,260.079,249.313,231.864,250.871,203.355,235.63,189.762,218.5,169.84,185.175,178.452,171.782,194.293,192.664,187.812,215.879,180.698,72.5074,197.588,87.8223,179.575,118.035,182.432,132.237,195.117,112.161,192.306,90.8178,190.433,94.2727,210.654,109.369,200.259,130.28,210.696,111.106,215.098,108.345,205.827,217.771,204.127,199.323,196.613,182.316,207.716,201.591,210.196,200.204,200.472,142.535,213.242,142.115,240.608,134.252,261.95,141.366,272.435,162.307,277.09,181.431,271.311,185.924,258.955,176.563,239.859,172.193,212.83,146.065,269.66,173.956,267.334,123.586,299.746,141.239,297.0,153.945,294.826,163.572,296.272,174.043,292.928,187.1,293.754,202.676,293.567,189.42,306.818,176.86,312.841,165.191,314.987,151.965,314.673,139.989,310.597,149.987,302.849,164.221,304.383,177.451,300.662,177.879,298.351,164.059,301.301,150.789,300.685,164.221,302.599,160.66,258.965,14
001A22.JPG,95.0714,246.857,94.3001,285.985,97.7072,324.979,102.475,363.746,113.761,401.215,131.582,434.079,167.338,446.474,206.512,444.341,245.388,439.764,279.848,426.928,306.069,396.893,316.557,360.661,322.158,322.014,329.284,283.535,331.129,244.543,298.729,223.714,271.267,187.605,228.837,193.326,203.843,214.457,233.877,207.667,269.36,204.768,102.786,223.714,112.513,202.384,142.521,199.32,169.9,216.0,138.924,213.66,115.85,215.256,119.187,243.383,138.718,230.894,159.233,241.476,139.372,247.272,136.729,238.371,272.823,238.041,250.049,223.987,225.5,238.616,251.896,244.137,249.357,232.2,173.059,242.907,162.57,278.185,149.726,301.052,161.617,311.08,183.014,314.743,208.337,312.51,223.306,300.495,210.721,274.371,210.721,241.953,168.003,304.922,196.234,303.619,142.071,356.847,159.952,345.737,174.539,340.029,185.93,343.975,198.696,338.69,218.787,346.357,237.786,354.857,217.554,362.926,202.753,367.632,187.361,370.673,170.409,368.767,158.333,363.662,170.443,355.33,186.407,356.37,206.565,353.803,207.458,352.133,186.407,353.033,170.216,352.457,186.407,355.417,179.929,289.286,22
001A43a.JPG,81.5726,209.782,85.1419,250.059,90.1022,290.188,94.2711,330.39,107.615,368.398,133.084,399.409,169.144,417.283,208.948,422.624,248.37,413.997,284.599,396.709,305.393,362.442,318.891,324.368,325.454,284.486,330.282,244.37,326.435,204.169,319.419,188.032,299.073,164.879,263.29,167.685,240.137,183.121,263.994,182.061,294.863,177.508,107.532,194.347,124.371,166.282,164.363,166.984,191.726,181.718,162.96,182.419,131.387,179.613,131.992,203.547,155.337,189.64,181.479,207.386,154.368,213.873,153.839,202.065,298.118,203.502,272.777,190.128,248.936,208.834,275.491,212.93,271.71,201.363,198.04,209.081,198.04,245.565,186.815,270.823,194.532,287.661,224.702,295.379,251.363,290.468,258.379,275.032,243.645,250.476,239.435,207.677,205.298,289.09,239.982,288.998,172.782,333.266,188.144,323.411,207.527,320.235,221.325,324.849,234.835,321.154,252.677,326.609,264.694,332.565,254.81,337.575,241.349,343.547,223.535,348.6,204.166,346.119,187.963,342.127,196.257,332.079,220.773,334.055,247.912,330.71,246.892,328.487,220.589,331.109,193.521,327.978,220.957,332.582,224.0,273.629,43
001A43b.JPG,77.3952,195.585,77.2274,233.913,78.5903,272.218,79.7097,310.525,87.705,347.84,110.944,377.919,145.118,392.592,183.438,393.402,221.47,389.709,256.15,373.771,282.538,346.463,294.08,310.097,300.509,272.309,306.807,234.5,310.684,196.371,275.337,180.661,254.915,153.955,210.507,152.613,193.647,170.45,216.529,165.466,247.06,166.523,86.821,176.734,92.5472,152.106,128.452,154.74,150.445,172.021,126.095,166.523,100.96,163.381,101.325,195.618,120.873,182.077,147.798,194.678,121.602,199.256,119.026,189.302,255.753,196.297,231.447,184.466,208.833,195.162,232.238,201.01,229.779,189.302,155.944,193.229,145.732,236.431,136.306,252.14,147.303,266.279,170.082,270.206,193.647,267.85,204.644,248.998,194.342,234.876,191.29,194.015,154.373,259.995,181.865,259.21,131.594,310.266,143.613,300.011,159.874,295.021,170.985,299.745,184.224,295.07,200.505,302.125,216.426,313.408,202.126,314.739,187.357,319.314,171.9,323.346,154.542,320.379,141.656,316.545,149.291,307.843,171.534,310.539,186.353,308.667,188.148,305.888,171.717,307.612,149.343,304.444,171.717,309.442,163.013,245.856,43
002A03.JPG,42.5484,280.645,52.4373,317.368,63.4572,353.758,76.5942,389.175,96.7914,421.355,125.738,445.456,160.97,459.72,198.112,462.942,233.611,449.423,266.142,430.055,289.073,399.958,301.371,364.074,310.138,327.069,315.524,289.457,319.161,251.613,294.161,229.839,261.097,212.097,232.065,214.516,207.065,229.032,233.677,224.194,259.484,224.194,65.9355,251.613,99.8065,231.452,121.581,230.645,144.161,237.097,126.419,239.516,94.9677,241.129,92.555,270.866,117.058,255.247,146.533,269.509,118.008,278.769,117.548,266.935,262.697,255.157,233.668,244.105,206.314,263.498,237.192,266.34,234.484,254.839,153.032,270.968,156.258,303.226,144.968,328.226,155.452,336.29,181.258,337.097,209.484,332.258,216.742,320.161,197.387,296.774,194.968,263.71,162.378,328.67,194.339,325.0,128.032,373.387,151.496,363.416,170.361,360.205,180.224,361.325,197.932,357.291,218.11,356.998,240.129,362.903,224.593,387.154,205.447,398.612,185.603,403.69,164.362,401.53,145.448,391.973,157.421,387.366,183.81,387.103,212.98,381.233,208.79,365.425,180.672,369.171,157.818,370.092,182.465,377.913,176.419,308.871,3
002A04.JPG,44.1613,266.935,52.7751,306.049,64.9104,343.389,78.9674,381.105,102.492,413.027,131.675,440.052,167.055,458.124,205.906,462.931,244.45,453.458,275.336,428.85,300.726,398.196,315.109,361.357,323.889,322.514,330.337,283.232,333.677,243.548,302.226,216.935,266.744,199.471,231.258,207.258,212.71,222.581,237.517,217.041,265.902,211.174,62.7097,239.516,93.2968,218.351,123.387,216.887,147.387,232.258,122.279,229.147,95.02,230.421,96.3138,259.852,117.929,241.756,148.899,255.615,122.002,267.084,122.387,251.613,271.137,247.829,244.341,234.4,220.084,252.9,246.268,258.98,244.968,244.355,160.29,260.484,157.065,303.226,149.0,329.839,158.677,340.323,186.097,341.935,212.71,334.677,215.935,311.29,207.871,296.774,201.419,255.645,169.161,333.871,202.226,329.839,144.164,387.267,156.779,375.014,174.467,367.943,185.92,370.603,199.184,364.137,218.084,368.863,236.668,379.576,226.187,390.289,210.559,398.919,190.728,405.144,171.793,402.549,156.618,396.47,167.058,383.943,188.025,383.317,213.0,379.16,211.694,376.764,187.609,380.407,167.358,381.427,188.341,381.679,180.452,312.903,4
002A05.JPG,61.0968,251.613,67.421,290.682,73.5364,329.784,83.1452,368.113,102.961,402.199,130.872,430.111,165.215,449.55,203.706,456.945,241.529,445.894,275.35,425.632,303.685,398.094,321.53,363.047,331.086,324.678,335.053,285.312,339.323,245.968,327.226,216.129,308.841,194.492,275.115,191.988,251.419,207.258,279.645,204.032,308.677,208.065,89.3226,217.742,119.724,198.066,146.048,196.131,175.613,214.516,143.405,208.632,115.935,210.484,119.968,247.581,143.945,230.359,172.277,244.819,146.709,253.888,144.161,241.935,292.548,242.742,269.79,227.478,244.161,244.355,270.878,250.671,265.129,237.097,187.71,247.581,188.516,285.484,179.645,311.29,186.097,323.387,211.097,324.194,232.871,323.387,244.161,311.29,234.484,284.677,231.258,246.774,197.62,315.751,223.5,316.115,163.516,373.185,184.551,362.838,205.968,357.797,211.702,361.29,223.092,356.953,238.202,362.299,252.831,369.556,245.955,377.485,231.353,382.356,212.105,385.282,196.198,384.151,180.041,380.692,189.056,372.211,211.903,372.782,235.452,371.447,235.285,368.308,211.702,368.952,188.937,369.188,211.903,370.565,213.516,302.419,5
002A12.JPG,41.4871,232.84,36.7607,273.951,37.2428,315.297,39.7649,356.589,49.7935,396.656,72.0319,431.087,102.821,458.402,142.748,467.667,183.272,460.213,220.804,442.875,253.796,418.189,275.032,382.951,288.261,343.743,304.715,305.774,318.948,266.915,293.798,238.519,261.24,211.44,222.307,214.79,202.123,222.294,226.461,225.539,255.668,223.105,52.8452,206.068,88.5419,186.597,120.456,201.795,138.031,219.86,115.315,213.369,86.1081,198.766,76.2756,241.894,102.012,229.587,127.86,248.382,100.084,254.793,103.956,240.142,251.488,266.331,228.663,248.708,198.861,260.476,225.439,272.614,227.273,257.179,142.898,249.877,134.204,289.892,119.371,326.95,125.05,336.685,146.144,344.798,166.229,345.439,183.463,332.629,176.973,292.065,184.274,255.556,129.606,331.09,161.303,334.945,90.9758,372.382,112.158,371.003,129.939,369.838,138.897,374.516,153.358,371.34,171.791,377.985,197.255,386.985,176.782,398.115,159.363,402.134,137.073,403.247,119.765,397.777,105.58,389.327,120.936,380.466,139.125,384.549,165.814,385.054,164.929,384.074,139.353,381.813,123.205,379.942,139.125,382.953,142.898,319.648,12
002A15.JPG,76.0,299.519,93.0096,335.193,113.959,368.706,138.065,399.933,169.608,423.62,204.842,441.508,242.129,453.567,281.218,448.963,312.297,426.056,331.212,391.353,344.651,354.366,348.959,315.113,343.7,276.015,336.624,237.131,325.735,199.135,297.987,192.606,265.832,185.302,230.161,201.155,213.11,227.7,238.41,210.561,264.526,198.319,82.529,272.587,91.1424,247.121,126.855,239.173,161.694,247.287,124.152,255.448,102.116,257.081,118.439,290.542,136.233,266.454,170.671,274.219,144.96,289.778,143.739,274.219,286.782,223.138,247.922,224.351,231.063,248.667,258.224,245.215,253.916,232.597,179.648,273.403,193.391,307.265,193.943,342.627,207.757,351.744,233.726,348.981,254.17,334.063,258.314,315.829,238.146,296.491,218.823,257.081,210.661,343.59,244.939,328.9,198.364,396.499,214.759,382.425,226.819,372.464,242.566,372.464,256.38,360.308,274.834,357.578,292.847,355.888,283.213,373.263,273.194,388.478,257.167,401.825,236.011,405.731,219.834,402.336,228.786,387.32,249.473,383.791,266.48,370.82,266.698,368.836,247.539,380.2,229.17,384.732,248.644,381.581,222.903,324.003,15
